participant	antecedent_verb	antecedent_polarity	target	control	antecedent_frame	consequent_verb	consequent_embedded_tense	antecedent_text	consequent_text	response_likelihood	response_difficulty	sanity
52	evaluate	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was evaluated to have C.	How likely is it that A intended to have C?	0.86	0.19	4
52	dislike	positive	subject	subject	NP V VPing	believe	past	A disliked doing C.	How likely is it that A believed that A had done C?	0.12	0.11	4
52	know	negative	subject	object	NP V NP to VP[-eventive]	believe	past	A didn't know B to have C.	How likely is it that A believed that B had C?	0.0	0.0	4
52	suggest	negative	subject	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that A wanted B to have done C?	0.0	0.0	4
52	proclaim	negative	subject	subject	NP V VPing	believe	past	A didn't proclaim doing C.	How likely is it that A believed that A had done C?	0.0	0.06	4
52	harass	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't harass B to do C.	How likely is it that A wanted B to do C?	0.12	0.1	4
52	bother	positive	subject	subject	NP V to VP[+eventive]	intend	future	A bothered to do C.	How likely is it that A intended to do C?	0.89	0.26	4
52	rationalize	negative	subject	subject	NP V VPing	want	past	A didn't rationalize doing C.	How likely is it that A wanted to have done C?	0.26	0.07	4
52	fancy	positive	object	object	NP V NP to VP[-eventive]	believe	future	A fancied B to have C.	How likely is it that B believed that B would have C?	0.69	0.91	4
52	overhear	negative	subject	subject	NP be V to VP[-eventive]	want	future	A wasn't overheard to have C.	How likely is it that A wanted to have C?	0.26	0.36	4
52	remember	positive	subject	subject	NP V to VP[+eventive]	intend	future	A remembered to do C.	How likely is it that A intended to do C?	1.0	0.0	4
52	welcome	positive	subject	subject	NP V VPing	believe	future	A welcomed doing C.	How likely is it that A believed that A would do C?	0.91	0.14	4
52	communicate	positive	subject	subject	NP V VPing	want	future	A communicated doing C.	How likely is it that A wanted to do C?	0.85	0.31	4
52	entice	positive	object	object	NP V NP to VP[+eventive]	want	future	A enticed B to do C.	How likely is it that B wanted to do C?	0.67	0.23	4
52	pretend	positive	subject	object	NP V for NP to VP	want	future	A pretended for B to do C.	How likely is it that A wanted B to do C?	0.29	0.81	4
52	concede	negative	object	subject	NP V to NP to VP[-eventive]	believe	past	A didn't concede to B to have C.	How likely is it that B believed that A had C?	0.21	0.57	4
52	come_around	positive	subject	subject	NP V VPing	want	future	A came around doing C.	How likely is it that A wanted to do C?	0.66	0.87	4
52	snap	negative	subject	subject	NP V VPing	intend	future	A didn't snap doing C.	How likely is it that A intended to do C?	0.01	0.93	4
52	doubt	positive	subject	subject	NP V VPing	believe	past	A doubted doing C.	How likely is it that A believed that A had done C?	0.26	0.36	4
52	chant	negative	subject	object	NP V for NP to VP	intend	future	A didn't chant for B to do C.	How likely is it that A intended for B to do C?	0.09	0.11	4
52	clarify	negative	subject	subject	NP V VPing	intend	future	A didn't clarify doing C.	How likely is it that A intended to do C?	0.01	0.13	4
52	ridicule	positive	subject	subject	NP V VPing	want	future	A ridiculed doing C.	How likely is it that A wanted to do C?	0.0	0.22	4
52	cheer	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A cheered B to do C.	How likely is it that A believed that B would do C?	0.85	0.31	4
52	authorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A authorized B to do C.	How likely is it that A believed that B would do C?	1.0	0.04	4
52	decree	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was decreed to do C.	How likely is it that A believed that A would do C?	0.74	0.26	4
52	interview	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't interview to do C.	How likely is it that A intended to do C?	0.1	0.12	4
52	simulate	positive	subject	subject	NP be V to VP[-eventive]	want	future	A was simulated to have C.	How likely is it that A wanted to have C?	0.81	0.25	4
52	teach	positive	subject	subject	NP V to VP[+eventive]	believe	future	A taught to do C.	How likely is it that A believed that A would do C?	0.84	0.18	4
52	discipline	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was disciplined to do C.	How likely is it that A wanted to do C?	1.0	0.18	4
52	mumble	positive	subject	object	NP V for NP to VP	intend	future	A mumbled for B to do C.	How likely is it that A intended for B to do C?	0.6	0.61	4
52	commence	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't commence to do C.	How likely is it that A believed that A would do C?	0.05	0.09	4
52	outline	negative	object	object	NP V for NP to VP	want	future	A didn't outline for B to do C.	How likely is it that B wanted to do C?	0.18	0.05	4
52	scheme	positive	subject	subject	NP V to VP[+eventive]	intend	future	A schemed to do C.	How likely is it that A intended to do C?	1.0	0.0	4
52	defend	negative	subject	subject	NP V VPing	believe	past	A didn't defend doing C.	How likely is it that A believed that A had done C?	0.8	0.33	4
52	agree	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't agree to B to do C.	How likely is it that B wanted to have done C?	0.17	0.31	4
52	sanction	positive	subject	subject	NP V VPing	want	future	A sanctioned doing C.	How likely is it that A wanted to do C?	1.0	0.09	4
52	grunt	positive	subject	subject	NP V to VP[+eventive]	intend	future	A grunted to do C.	How likely is it that A intended to do C?	0.18	0.16	4
52	plan	positive	subject	subject	NP V VPing	intend	future	A planned doing C.	How likely is it that A intended to do C?	1.0	0.09	4
52	anticipate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't anticipate to do C.	How likely is it that A wanted to do C?	0.08	0.32	4
52	determine	positive	subject	object	NP V for NP to VP	believe	future	A determined for B to do C.	How likely is it that A believed that B would do C?	0.88	0.34	4
59	know	negative	subject	object	NP V NP to VP[-eventive]	believe	past	A didn't know B to have C.	How likely is it that A believed that B had C?	0.0	0.0	4
59	welcome	positive	subject	subject	NP V VPing	believe	future	A welcomed doing C.	How likely is it that A believed that A would do C?	1.0	0.0	4
59	harass	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't harass B to do C.	How likely is it that A wanted B to do C?	0.0	0.0	4
59	shout	negative	subject	object	NP V to NP to VP[+eventive]	intend	future	A didn't shout to B to do C.	How likely is it that A intended for B to do C?	0.0	0.0	4
59	commence	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't commence to do C.	How likely is it that A believed that A would do C?	0.0	0.0	4
59	chant	negative	subject	object	NP V for NP to VP	intend	future	A didn't chant for B to do C.	How likely is it that A intended for B to do C?	0.0	0.0	4
59	authorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A authorized B to do C.	How likely is it that A believed that B would do C?	0.0	0.0	4
59	concede	negative	object	subject	NP V to NP to VP[-eventive]	believe	past	A didn't concede to B to have C.	How likely is it that B believed that A had C?	0.5	0.0	4
59	dislike	positive	subject	subject	NP V VPing	believe	past	A disliked doing C.	How likely is it that A believed that A had done C?	0.5	1.0	4
59	hinder	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was hindered to have C.	How likely is it that A intended to have C?	0.0	0.0	4
59	evaluate	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was evaluated to have C.	How likely is it that A intended to have C?	1.0	0.0	4
59	simulate	positive	subject	subject	NP be V to VP[-eventive]	want	future	A was simulated to have C.	How likely is it that A wanted to have C?	1.0	0.0	4
59	plan	positive	subject	subject	NP V VPing	intend	future	A planned doing C.	How likely is it that A intended to do C?	1.0	0.0	4
59	clarify	negative	subject	subject	NP V VPing	intend	future	A didn't clarify doing C.	How likely is it that A intended to do C?	0.0	0.0	4
59	teach	positive	subject	subject	NP V to VP[+eventive]	believe	future	A taught to do C.	How likely is it that A believed that A would do C?	1.0	0.0	4
59	entice	positive	object	object	NP V NP to VP[+eventive]	want	future	A enticed B to do C.	How likely is it that B wanted to do C?	0.5	0.0	4
59	bother	positive	subject	subject	NP V to VP[+eventive]	intend	future	A bothered to do C.	How likely is it that A intended to do C?	1.0	0.0	4
59	determine	positive	subject	object	NP V for NP to VP	believe	future	A determined for B to do C.	How likely is it that A believed that B would do C?	1.0	0.0	4
59	proclaim	negative	subject	subject	NP V VPing	believe	past	A didn't proclaim doing C.	How likely is it that A believed that A had done C?	0.0	0.0	4
59	overhear	negative	subject	subject	NP be V to VP[-eventive]	want	future	A wasn't overheard to have C.	How likely is it that A wanted to have C?	0.0	0.0	4
59	doubt	positive	subject	subject	NP V VPing	believe	past	A doubted doing C.	How likely is it that A believed that A had done C?	0.0	0.0	4
59	pretend	positive	subject	object	NP V for NP to VP	want	future	A pretended for B to do C.	How likely is it that A wanted B to do C?	0.0	0.0	4
59	scheme	positive	subject	subject	NP V to VP[+eventive]	intend	future	A schemed to do C.	How likely is it that A intended to do C?	1.0	0.0	4
59	encourage	positive	object	object	NP V NP to VP[+eventive]	intend	future	A encouraged B to do C.	How likely is it that B intended to do C?	0.5	0.0	4
59	communicate	positive	subject	subject	NP V VPing	want	future	A communicated doing C.	How likely is it that A wanted to do C?	1.0	0.0	4
59	cheer	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A cheered B to do C.	How likely is it that A believed that B would do C?	1.0	0.0	4
59	relearn	negative	subject	subject	NP V VPing	believe	future	A didn't relearn doing C.	How likely is it that A believed that A would do C?	0.5	1.0	4
59	mumble	positive	subject	object	NP V for NP to VP	intend	future	A mumbled for B to do C.	How likely is it that A intended for B to do C?	1.0	0.0	4
59	discipline	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was disciplined to do C.	How likely is it that A wanted to do C?	0.0	0.0	4
59	interview	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't interview to do C.	How likely is it that A intended to do C?	0.0	0.0	4
59	sanction	positive	subject	subject	NP V VPing	want	future	A sanctioned doing C.	How likely is it that A wanted to do C?	1.0	0.0	4
59	anticipate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't anticipate to do C.	How likely is it that A wanted to do C?	0.0	0.0	4
59	outline	negative	object	object	NP V for NP to VP	want	future	A didn't outline for B to do C.	How likely is it that B wanted to do C?	0.5	0.0	4
59	suggest	negative	subject	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that A wanted B to have done C?	0.0	0.0	4
59	rationalize	negative	subject	subject	NP V VPing	want	past	A didn't rationalize doing C.	How likely is it that A wanted to have done C?	0.0	0.0	4
59	propose	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't propose B to do C.	How likely is it that B intended to do C?	0.5	0.0	4
59	fancy	positive	object	object	NP V NP to VP[-eventive]	believe	future	A fancied B to have C.	How likely is it that B believed that B would have C?	0.5	0.0	4
59	snap	negative	subject	subject	NP V VPing	intend	future	A didn't snap doing C.	How likely is it that A intended to do C?	0.75	0.25	4
59	come_around	positive	subject	subject	NP V VPing	want	future	A came around doing C.	How likely is it that A wanted to do C?	1.0	0.0	4
59	mention	negative	subject	object	NP V to NP to VP[+eventive]	intend	past	A didn't mention to B to do C.	How likely is it that A intended for B to have done C?	0.0	0.0	4
59	defend	negative	subject	subject	NP V VPing	believe	past	A didn't defend doing C.	How likely is it that A believed that A had done C?	0.5	0.75	4
59	agree	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't agree to B to do C.	How likely is it that B wanted to have done C?	0.5	0.0	4
59	remember	positive	subject	subject	NP V to VP[+eventive]	intend	future	A remembered to do C.	How likely is it that A intended to do C?	1.0	0.0	4
59	phone	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A phoned B to do C.	How likely is it that A believed that B would do C?	1.0	0.0	4
59	reason	positive	object	object	NP V for NP to VP	want	future	A reasoned for B to do C.	How likely is it that B wanted to do C?	0.5	0.0	4
59	ridicule	positive	subject	subject	NP V VPing	want	future	A ridiculed doing C.	How likely is it that A wanted to do C?	0.0	0.0	4
59	decree	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was decreed to do C.	How likely is it that A believed that A would do C?	1.0	0.0	4
59	grunt	positive	subject	subject	NP V to VP[+eventive]	intend	future	A grunted to do C.	How likely is it that A intended to do C?	0.75	0.25	4
73	encourage	positive	object	object	NP V NP to VP[+eventive]	intend	future	A encouraged B to do C.	How likely is it that B intended to do C?	0.69	0.63	4
73	doubt	positive	subject	subject	NP V VPing	believe	past	A doubted doing C.	How likely is it that A believed that A had done C?	0.0	0.0	4
73	know	negative	subject	object	NP V NP to VP[-eventive]	believe	past	A didn't know B to have C.	How likely is it that A believed that B had C?	0.0	0.0	4
73	interview	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't interview to do C.	How likely is it that A intended to do C?	0.0	0.0	4
73	decree	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was decreed to do C.	How likely is it that A believed that A would do C?	0.71	0.0	4
73	propose	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't propose B to do C.	How likely is it that B intended to do C?	0.5	1.0	4
73	simulate	positive	subject	subject	NP be V to VP[-eventive]	want	future	A was simulated to have C.	How likely is it that A wanted to have C?	1.0	0.64	4
73	concede	negative	object	subject	NP V to NP to VP[-eventive]	believe	past	A didn't concede to B to have C.	How likely is it that B believed that A had C?	0.5	1.0	4
73	bother	positive	subject	subject	NP V to VP[+eventive]	intend	future	A bothered to do C.	How likely is it that A intended to do C?	0.67	0.75	4
73	authorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A authorized B to do C.	How likely is it that A believed that B would do C?	0.74	0.26	4
73	commence	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't commence to do C.	How likely is it that A believed that A would do C?	0.07	0.12	4
73	communicate	positive	subject	subject	NP V VPing	want	future	A communicated doing C.	How likely is it that A wanted to do C?	0.7	0.73	4
73	entice	positive	object	object	NP V NP to VP[+eventive]	want	future	A enticed B to do C.	How likely is it that B wanted to do C?	0.65	0.65	4
73	welcome	positive	subject	subject	NP V VPing	believe	future	A welcomed doing C.	How likely is it that A believed that A would do C?	0.71	0.32	4
73	hinder	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was hindered to have C.	How likely is it that A intended to have C?	1.0	0.0	4
73	evaluate	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was evaluated to have C.	How likely is it that A intended to have C?	0.5	1.0	4
73	scheme	positive	subject	subject	NP V to VP[+eventive]	intend	future	A schemed to do C.	How likely is it that A intended to do C?	1.0	0.0	4
73	phone	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A phoned B to do C.	How likely is it that A believed that B would do C?	0.87	0.0	4
73	snap	negative	subject	subject	NP V VPing	intend	future	A didn't snap doing C.	How likely is it that A intended to do C?	0.5	1.0	4
73	plan	positive	subject	subject	NP V VPing	intend	future	A planned doing C.	How likely is it that A intended to do C?	1.0	0.0	4
73	shout	negative	subject	object	NP V to NP to VP[+eventive]	intend	future	A didn't shout to B to do C.	How likely is it that A intended for B to do C?	0.5	1.0	4
73	defend	negative	subject	subject	NP V VPing	believe	past	A didn't defend doing C.	How likely is it that A believed that A had done C?	0.3	0.73	4
73	rationalize	negative	subject	subject	NP V VPing	want	past	A didn't rationalize doing C.	How likely is it that A wanted to have done C?	0.26	0.64	4
73	discipline	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was disciplined to do C.	How likely is it that A wanted to do C?	0.0	0.0	4
73	fancy	positive	object	object	NP V NP to VP[-eventive]	believe	future	A fancied B to have C.	How likely is it that B believed that B would have C?	0.5	1.0	4
73	sanction	positive	subject	subject	NP V VPing	want	future	A sanctioned doing C.	How likely is it that A wanted to do C?	0.68	0.24	4
73	clarify	negative	subject	subject	NP V VPing	intend	future	A didn't clarify doing C.	How likely is it that A intended to do C?	0.5	1.0	4
73	ridicule	positive	subject	subject	NP V VPing	want	future	A ridiculed doing C.	How likely is it that A wanted to do C?	0.0	0.0	4
73	determine	positive	subject	object	NP V for NP to VP	believe	future	A determined for B to do C.	How likely is it that A believed that B would do C?	1.0	0.0	4
73	relearn	negative	subject	subject	NP V VPing	believe	future	A didn't relearn doing C.	How likely is it that A believed that A would do C?	0.39	0.98	4
73	mumble	positive	subject	object	NP V for NP to VP	intend	future	A mumbled for B to do C.	How likely is it that A intended for B to do C?	0.8	0.26	4
73	proclaim	negative	subject	subject	NP V VPing	believe	past	A didn't proclaim doing C.	How likely is it that A believed that A had done C?	0.36	0.7	4
73	cheer	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A cheered B to do C.	How likely is it that A believed that B would do C?	1.0	0.01	4
73	come_around	positive	subject	subject	NP V VPing	want	future	A came around doing C.	How likely is it that A wanted to do C?	0.2	0.0	4
73	reason	positive	object	object	NP V for NP to VP	want	future	A reasoned for B to do C.	How likely is it that B wanted to do C?	1.0	0.0	4
73	agree	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't agree to B to do C.	How likely is it that B wanted to have done C?	0.66	0.75	4
73	anticipate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't anticipate to do C.	How likely is it that A wanted to do C?	0.4	1.0	4
73	teach	positive	subject	subject	NP V to VP[+eventive]	believe	future	A taught to do C.	How likely is it that A believed that A would do C?	1.0	0.0	4
73	mention	negative	subject	object	NP V to NP to VP[+eventive]	intend	past	A didn't mention to B to do C.	How likely is it that A intended for B to have done C?	0.2	0.14	4
73	overhear	negative	subject	subject	NP be V to VP[-eventive]	want	future	A wasn't overheard to have C.	How likely is it that A wanted to have C?	0.5	1.0	4
73	grunt	positive	subject	subject	NP V to VP[+eventive]	intend	future	A grunted to do C.	How likely is it that A intended to do C?	0.27	0.38	4
73	outline	negative	object	object	NP V for NP to VP	want	future	A didn't outline for B to do C.	How likely is it that B wanted to do C?	0.5	0.93	4
73	harass	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't harass B to do C.	How likely is it that A wanted B to do C?	0.4	0.7	4
73	dislike	positive	subject	subject	NP V VPing	believe	past	A disliked doing C.	How likely is it that A believed that A had done C?	0.7	1.0	4
73	suggest	negative	subject	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that A wanted B to have done C?	0.2	0.2	4
73	pretend	positive	subject	object	NP V for NP to VP	want	future	A pretended for B to do C.	How likely is it that A wanted B to do C?	0.94	0.06	4
73	chant	negative	subject	object	NP V for NP to VP	intend	future	A didn't chant for B to do C.	How likely is it that A intended for B to do C?	0.36	0.68	4
73	remember	positive	subject	subject	NP V to VP[+eventive]	intend	future	A remembered to do C.	How likely is it that A intended to do C?	1.0	0.0	4
99	welcome	positive	subject	subject	NP V VPing	believe	future	A welcomed doing C.	How likely is it that A believed that A would do C?	1.0	0.0	4
99	hinder	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was hindered to have C.	How likely is it that A intended to have C?	1.0	0.0	4
99	discipline	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was disciplined to do C.	How likely is it that A wanted to do C?	0.0	0.29	4
99	simulate	positive	subject	subject	NP be V to VP[-eventive]	want	future	A was simulated to have C.	How likely is it that A wanted to have C?	0.5	1.0	4
99	teach	positive	subject	subject	NP V to VP[+eventive]	believe	future	A taught to do C.	How likely is it that A believed that A would do C?	0.5	1.0	4
99	entice	positive	object	object	NP V NP to VP[+eventive]	want	future	A enticed B to do C.	How likely is it that B wanted to do C?	0.31	0.6	4
99	relearn	negative	subject	subject	NP V VPing	believe	future	A didn't relearn doing C.	How likely is it that A believed that A would do C?	0.5	1.0	4
99	cheer	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A cheered B to do C.	How likely is it that A believed that B would do C?	0.6	0.71	4
99	mumble	positive	subject	object	NP V for NP to VP	intend	future	A mumbled for B to do C.	How likely is it that A intended for B to do C?	0.75	0.5	4
99	come_around	positive	subject	subject	NP V VPing	want	future	A came around doing C.	How likely is it that A wanted to do C?	0.39	0.41	4
99	overhear	negative	subject	subject	NP be V to VP[-eventive]	want	future	A wasn't overheard to have C.	How likely is it that A wanted to have C?	0.5	1.0	4
99	scheme	positive	subject	subject	NP V to VP[+eventive]	intend	future	A schemed to do C.	How likely is it that A intended to do C?	1.0	0.0	4
99	remember	positive	subject	subject	NP V to VP[+eventive]	intend	future	A remembered to do C.	How likely is it that A intended to do C?	0.9	0.23	4
99	authorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A authorized B to do C.	How likely is it that A believed that B would do C?	0.7	0.6	4
99	decree	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was decreed to do C.	How likely is it that A believed that A would do C?	0.3	0.66	4
99	evaluate	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was evaluated to have C.	How likely is it that A intended to have C?	0.5	1.0	4
99	know	negative	subject	object	NP V NP to VP[-eventive]	believe	past	A didn't know B to have C.	How likely is it that A believed that B had C?	0.14	0.13	4
99	outline	negative	object	object	NP V for NP to VP	want	future	A didn't outline for B to do C.	How likely is it that B wanted to do C?	0.5	1.0	4
99	harass	negative	subject	object	NP V NP to VP[+eventive]	want	future	A didn't harass B to do C.	How likely is it that A wanted B to do C?	0.5	1.0	4
99	ridicule	positive	subject	subject	NP V VPing	want	future	A ridiculed doing C.	How likely is it that A wanted to do C?	0.0	0.0	4
99	proclaim	negative	subject	subject	NP V VPing	believe	past	A didn't proclaim doing C.	How likely is it that A believed that A had done C?	0.0	0.0	4
99	chant	negative	subject	object	NP V for NP to VP	intend	future	A didn't chant for B to do C.	How likely is it that A intended for B to do C?	0.4	0.81	4
99	suggest	negative	subject	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that A wanted B to have done C?	0.43	0.82	4
99	doubt	positive	subject	subject	NP V VPing	believe	past	A doubted doing C.	How likely is it that A believed that A had done C?	0.4	0.71	4
99	bother	positive	subject	subject	NP V to VP[+eventive]	intend	future	A bothered to do C.	How likely is it that A intended to do C?	0.8	0.31	4
99	mention	negative	subject	object	NP V to NP to VP[+eventive]	intend	past	A didn't mention to B to do C.	How likely is it that A intended for B to have done C?	0.5	0.85	4
99	fancy	positive	object	object	NP V NP to VP[-eventive]	believe	future	A fancied B to have C.	How likely is it that B believed that B would have C?	0.5	1.0	4
99	rationalize	negative	subject	subject	NP V VPing	want	past	A didn't rationalize doing C.	How likely is it that A wanted to have done C?	0.85	0.88	4
99	determine	positive	subject	object	NP V for NP to VP	believe	future	A determined for B to do C.	How likely is it that A believed that B would do C?	0.81	0.66	4
99	snap	negative	subject	subject	NP V VPing	intend	future	A didn't snap doing C.	How likely is it that A intended to do C?	0.95	0.5	4
99	clarify	negative	subject	subject	NP V VPing	intend	future	A didn't clarify doing C.	How likely is it that A intended to do C?	0.7	0.39	4
99	phone	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A phoned B to do C.	How likely is it that A believed that B would do C?	0.7	0.6	4
99	grunt	positive	subject	subject	NP V to VP[+eventive]	intend	future	A grunted to do C.	How likely is it that A intended to do C?	0.89	0.13	4
99	reason	positive	object	object	NP V for NP to VP	want	future	A reasoned for B to do C.	How likely is it that B wanted to do C?	0.5	1.0	4
99	communicate	positive	subject	subject	NP V VPing	want	future	A communicated doing C.	How likely is it that A wanted to do C?	0.6	0.7	4
99	plan	positive	subject	subject	NP V VPing	intend	future	A planned doing C.	How likely is it that A intended to do C?	0.97	0.08	4
99	shout	negative	subject	object	NP V to NP to VP[+eventive]	intend	future	A didn't shout to B to do C.	How likely is it that A intended for B to do C?	0.19	0.5	4
99	dislike	positive	subject	subject	NP V VPing	believe	past	A disliked doing C.	How likely is it that A believed that A had done C?	0.5	1.0	4
99	commence	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't commence to do C.	How likely is it that A believed that A would do C?	0.32	0.89	4
99	defend	negative	subject	subject	NP V VPing	believe	past	A didn't defend doing C.	How likely is it that A believed that A had done C?	0.5	1.0	4
99	agree	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't agree to B to do C.	How likely is it that B wanted to have done C?	0.5	1.0	4
99	encourage	positive	object	object	NP V NP to VP[+eventive]	intend	future	A encouraged B to do C.	How likely is it that B intended to do C?	0.4	0.6	4
99	anticipate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't anticipate to do C.	How likely is it that A wanted to do C?	0.13	0.62	4
99	interview	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't interview to do C.	How likely is it that A intended to do C?	0.5	1.0	4
99	sanction	positive	subject	subject	NP V VPing	want	future	A sanctioned doing C.	How likely is it that A wanted to do C?	0.4	0.81	4
99	propose	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't propose B to do C.	How likely is it that B intended to do C?	0.7	0.89	4
99	pretend	positive	subject	object	NP V for NP to VP	want	future	A pretended for B to do C.	How likely is it that A wanted B to do C?	0.71	0.88	4
99	concede	negative	object	subject	NP V to NP to VP[-eventive]	believe	past	A didn't concede to B to have C.	How likely is it that B believed that A had C?	0.83	0.33	4
100	discipline	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was disciplined to do C.	How likely is it that A wanted to do C?	0.35	0.37	4
100	remember	positive	subject	subject	NP V to VP[+eventive]	intend	future	A remembered to do C.	How likely is it that A intended to do C?	0.39	0.24	4
100	commence	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't commence to do C.	How likely is it that A believed that A would do C?	0.4	0.6	4
100	authorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A authorized B to do C.	How likely is it that A believed that B would do C?	0.71	0.25	4
100	proclaim	negative	subject	subject	NP V VPing	believe	past	A didn't proclaim doing C.	How likely is it that A believed that A had done C?	0.45	0.58	4
100	defend	negative	subject	subject	NP V VPing	believe	past	A didn't defend doing C.	How likely is it that A believed that A had done C?	0.45	0.71	4
100	pretend	positive	subject	object	NP V for NP to VP	want	future	A pretended for B to do C.	How likely is it that A wanted B to do C?	0.59	0.55	4
100	agree	negative	object	object	NP V to NP to VP[+eventive]	want	past	A didn't agree to B to do C.	How likely is it that B wanted to have done C?	0.58	0.45	4
100	fancy	positive	object	object	NP V NP to VP[-eventive]	believe	future	A fancied B to have C.	How likely is it that B believed that B would have C?	0.63	0.36	4
100	doubt	positive	subject	subject	NP V VPing	believe	past	A doubted doing C.	How likely is it that A believed that A had done C?	0.32	0.42	4
100	mention	negative	subject	object	NP V to NP to VP[+eventive]	intend	past	A didn't mention to B to do C.	How likely is it that A intended for B to have done C?	0.63	0.4	4
100	phone	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A phoned B to do C.	How likely is it that A believed that B would do C?	0.71	0.39	4
100	reason	positive	object	object	NP V for NP to VP	want	future	A reasoned for B to do C.	How likely is it that B wanted to do C?	0.6	0.58	4
100	shout	negative	subject	object	NP V to NP to VP[+eventive]	intend	future	A didn't shout to B to do C.	How likely is it that A intended for B to do C?	0.67	0.37	4
100	come_around	positive	subject	subject	NP V VPing	want	future	A came around doing C.	How likely is it that A wanted to do C?	0.36	0.32	4
100	ridicule	positive	subject	subject	NP V VPing	want	future	A ridiculed doing C.	How likely is it that A wanted to do C?	0.13	0.09	4
100	simulate	positive	subject	subject	NP be V to VP[-eventive]	want	future	A was simulated to have C.	How likely is it that A wanted to have C?	0.54	0.59	4
100	hinder	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was hindered to have C.	How likely is it that A intended to have C?	0.38	0.37	4
100	suggest	negative	subject	object	NP V to NP to VP[+eventive]	want	past	A didn't suggest to B to do C.	How likely is it that A wanted B to have done C?	0.46	0.61	4
100	chant	negative	subject	object	NP V for NP to VP	intend	future	A didn't chant for B to do C.	How likely is it that A intended for B to do C?	0.44	0.74	4
100	entice	positive	object	object	NP V NP to VP[+eventive]	want	future	A enticed B to do C.	How likely is it that B wanted to do C?	0.94	0.14	4
100	scheme	positive	subject	subject	NP V to VP[+eventive]	intend	future	A schemed to do C.	How likely is it that A intended to do C?	0.88	0.16	4
100	sanction	positive	subject	subject	NP V VPing	want	future	A sanctioned doing C.	How likely is it that A wanted to do C?	0.89	0.13	4
100	encourage	positive	object	object	NP V NP to VP[+eventive]	intend	future	A encouraged B to do C.	How likely is it that B intended to do C?	0.94	0.09	4
100	snap	negative	subject	subject	NP V VPing	intend	future	A didn't snap doing C.	How likely is it that A intended to do C?	0.57	0.49	4
